Total,Servicio,Rmu,Periodo,Tarifa,Medidor,Multiplicador,Carga,Contratada,kWhBase,kWhIntermedia,kWhPunta,kWBase,kWIntermedia,kWPunta,KWMax,KVArh,FactorPotenica,
$32,100.00 , 087981001254 ,     NO. DE SERVICIO:  RMU : 7515289-10-19 ACM-821109 001 CFE  , PERIODOFACTURAD! , GDMTH , AGU , 350 , 3239 , | , NA , 6,807 , 881 , 18 , 29 , 18 , 29 ,  , 2,962 , 
$191,755.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , }1MAR18-30ABR18 , GDMTH , Le , 54 , 399 , 399 , NA , 68,379 , 2,388 , 157 , 408 , 181 , 194 , 40,182 , 89.20 , 
$191,755.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , }1MAR18-30ABR18 , GDMTH , Le , 54 , 399 , 399 , NA , 68,379 , 2,388 , 157 , 408 , 181 , 194 , 40,182 , 89.20 , 
$191,755.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , }1MAR18-30ABR18 , GDMTH , Le , 54 , 399 , 399 , NA , 68,379 , 2,388 , 157 , 408 , 181 , 194 , 40,182 , 89.20 , 
$32,100.00 , 087981001254 ,     NO. DE SERVICIO:  RMU : 7515289-10-19 ACM-821109 001 CFE  , PERIODOFACTURAD! , GDMTH , AGU , 350 , 3239 , | , NA , 6,807 , 881 , 18 , 29 , 18 , 29 ,  , 2,962 , 
$191,755.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , }1MAR18-30ABR18 , GDMTH , Le , 54 , 399 , 399 , NA , 68,379 , 2,388 , 157 , 408 , 181 , 194 , 40,182 , 89.20 , 
$98,289.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , 8FEB18-31MAR18 , GDMTH , Le , 54 , 399 , 399 , NA , 33,143 , 4211 , 39 , 350 , 295 , 179 , 15,676 , 94.26 , 
$119,968.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , "1ENE18-28FEB18 , GDMTH , Le , 54 , 399 , 399 , NA , 36,902 , 5,188 , 267 , 416 , 348, , 218 , 43,380 , 76.10 , 
$126,542.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , 1DIC17-31ENE18 , GDMTH , Le , 54 , 399 , 399 , NA , 59,928 , 12,272 , 247 , 429 , 386 , 277 , 63,775 , 81.32 , 
$32,100.00 , 087981001254 ,     NO. DE SERVICIO:  RMU : 7515289-10-19 ACM-821109 001 CFE  , PERIODOFACTURAD! , GDMTH , AGU , 350 , 3239 , | , NA , 6,807 , 881 , 18 , 29 , 18 , 29 ,  , 2,962 , 
$191,755.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , }1MAR18-30ABR18 , GDMTH , Le , 54 , 399 , 399 , NA , 68,379 , 2,388 , 157 , 408 , 181 , 194 , 40,182 , 89.20 , 
$98,289.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , 8FEB18-31MAR18 , GDMTH , Le , 54 , 399 , 399 , NA , 33,143 , 4211 , 39 , 350 , 295 , 179 , 15,676 , 94.26 , 
$119,968.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , "1ENE18-28FEB18 , GDMTH , Le , 54 , 399 , 399 , NA , 36,902 , 5,188 , 267 , 416 , 348, , 218 , 43,380 , 76.10 , 
$126,542.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , 1DIC17-31ENE18 , GDMTH , Le , 54 , 399 , 399 , NA , 59,928 , 12,272 , 247 , 429 , 386 , 277 , 63,775 , 81.32 , 
$32,100.00 , 087981001254 ,     NO. DE SERVICIO:  RMU : 7515289-10-19 ACM-821109 001 CFE  , PERIODOFACTURAD! , GDMTH , AGU , 350 , 3239 , | , NA , 6,807 , 881 , 18 , 29 , 18 , 29 ,  , 2,962 , 
$191,755.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , }1MAR18-30ABR18 , GDMTH , Le , 54 , 399 , 399 , NA , 68,379 , 2,388 , 157 , 408 , 181 , 194 , 40,182 , 89.20 , 
$98,289.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , 8FEB18-31MAR18 , GDMTH , Le , 54 , 399 , 399 , NA , 33,143 , 4211 , 39 , 350 , 295 , 179 , 15,676 , 94.26 , 
$119,968.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , "1ENE18-28FEB18 , GDMTH , Le , 54 , 399 , 399 , NA , 36,902 , 5,188 , 267 , 416 , 348, , 218 , 43,380 , 76.10 , 
$126,542.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , 1DIC17-31ENE18 , GDMTH , Le , 54 , 399 , 399 , NA , 59,928 , 12,272 , 247 , 429 , 386 , 277 , 63,775 , 81.32 , 
$32,100.00 , 087981001254 ,     NO. DE SERVICIO:  RMU : 7515289-10-19 ACM-821109 001 CFE  , PERIODOFACTURAD! , GDMTH , AGU , 350 , 3239 , | , NA , 6,807 , 881 , 18 , 29 , 18 , 29 ,  , 2,962 , 
$191,755.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , }1MAR18-30ABR18 , GDMTH , Le , 54 , 399 , 399 , NA , 68,379 , 2,388 , 157 , 408 , 181 , 194 , 40,182 , 89.20 , 
$98,289.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , 8FEB18-31MAR18 , GDMTH , Le , 54 , 399 , 399 , NA , 33,143 , 4211 , 39 , 350 , 295 , 179 , 15,676 , 94.26 , 
$119,968.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , "1ENE18-28FEB18 , GDMTH , Le , 54 , 399 , 399 , NA , 36,902 , 5,188 , 267 , 416 , 348, , 218 , 43,380 , 76.10 , 
$126,542.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , 1DIC17-31ENE18 , GDMTH , Le , 54 , 399 , 399 , NA , 59,928 , 12,272 , 247 , 429 , 386 , 277 , 63,775 , 81.32 , 
$32,100.00 , 087981001254 ,     NO. DE SERVICIO:  RMU : 7515289-10-19 ACM-821109 001 CFE  , PERIODOFACTURAD! , GDMTH , AGU , 350 , 3239 , | , NA , 6,807 , 881 , 18 , 29 , 18 , 29 ,  , 2,962 , 
$191,755.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , }1MAR18-30ABR18 , GDMTH , Le , 54 , 399 , 399 , NA , 68,379 , 2,388 , 157 , 408 , 181 , 194 , 40,182 , 89.20 , 
$98,289.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , 8FEB18-31MAR18 , GDMTH , Le , 54 , 399 , 399 , NA , 33,143 , 4211 , 39 , 350 , 295 , 179 , 15,676 , 94.26 , 
$119,968.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , "1ENE18-28FEB18 , GDMTH , Le , 54 , 399 , 399 , NA , 36,902 , 5,188 , 267 , 416 , 348, , 218 , 43,380 , 76.10 , 
$126,542.00 , 501160617933 ,     NO. DE SERVICIO:  RMU : 45420 16-07-03 WMA -151006 001 CFE  , 1DIC17-31ENE18 , GDMTH , Le , 54 , 399 , 399 , NA , 59,928 , 12,272 , 247 , 429 , 386 , 277 , 63,775 , 81.32 , 
$32,100.00 , 087981001254 ,     NO. DE SERVICIO:  RMU : 7515289-10-19 ACM-821109 001 CFE  , PERIODOFACTURAD! , GDMTH , AGU , 350 , 3239 , | , NA , 6,807 , 881 , 18 , 29 , 18 , 29 ,  , 2,962 , 
